,run,seed,HV,HVN,SP,ABSEHVMEAN,ABSEHVMEANNORM,ABSEHVAUCMEAN,ABSEHVAUCMEANNORM,ABSEHVAUCB1,ABSECUMHVMEAN,ABSECUMHVMEANNORM,ABSECUMHVAUCMEAN,ABSECUMHVAUCMEANNORM,ABSECUMHVAUCB1,ABSEJFHVMEAN,ABSEJFHVAUCMEAN,ABSEJFHVAUCB1,ABSEJFCUMHVMEAN,ABSEJFCUMHVAUCMEAN,ABSEJFCUMHVAUCB1,solver,instance,configuration
0,0.0,2733.0,368.1766479112884,0.3795349315385338,6.795344545664328,0.23921113644366668,0.0002465908221188362,1140768.4569089164,1175.9612692724766,2676121.738669185,551.0418258740806,0.5680415171479852,9975977.595328819,10283.73742645774,15620449.116639376,151.2316865974292,2770763.097160506,4466439.93440598,750.0542349473843,13668739.516770031,18113814.877926115,MOLE_ABSEHVMEANNORM,BiObjBBOB1,-descent_armijo_factor '0.08129205242380867' -descent_direction_min '0.21519444185022818' -descent_history_size '206720932' -descent_max_iter '1572680738' -descent_scale_factor '1.148941061588037' -descent_step_max '78.08982274713988' -descent_step_min '8.664299630721049E-4' -epsilon_gradient '0.5665726186051819' -explore_angle_max '84' -explore_scale_factor '1.535748892745322' -explore_step_max '68.18676157646172' -explore_step_min '9.902043112776123' -max_local_sets '505415403' -refine_after_nstarts '99' -refine_hv_target '0.056142161055305596'
1,1.0,43568.0,43.77029541327648,0.0451206130734886,4.719647825659121,0.0,0.0,941080.4685660693,970.1128880274196,2084480.1659429537,561.9496963588578,0.5792858964456874,10189252.986606397,10503.592383274266,15979274.909869362,0.0,2416356.70343491,4209082.91336379,732.9427708105272,13528248.22336708,18174586.022462215,MOLE_ABSEHVMEANNORM,BiObjBBOB1,-descent_armijo_factor '0.08129205242380867' -descent_direction_min '0.21519444185022818' -descent_history_size '206720932' -descent_max_iter '1572680738' -descent_scale_factor '1.148941061588037' -descent_step_max '78.08982274713988' -descent_step_min '8.664299630721049E-4' -epsilon_gradient '0.5665726186051819' -explore_angle_max '84' -explore_scale_factor '1.535748892745322' -explore_step_max '68.18676157646172' -explore_step_min '9.902043112776123' -max_local_sets '505415403' -refine_after_nstarts '99' -refine_hv_target '0.056142161055305596'
2,2.0,42614.0,0.0,0.0,7.572359049212912,0.0,0.0,946853.7808333874,976.0643075119468,2279779.3455730868,545.6127429852187,0.5624449465500647,9745689.837979225,10046.345270503025,15197827.888934577,0.0,2590277.361376308,4371495.573338622,733.7230264345156,13515526.790109366,17631962.192073055,MOLE_ABSEHVMEANNORM,BiObjBBOB1,-descent_armijo_factor '0.08129205242380867' -descent_direction_min '0.21519444185022818' -descent_history_size '206720932' -descent_max_iter '1572680738' -descent_scale_factor '1.148941061588037' -descent_step_max '78.08982274713988' -descent_step_min '8.664299630721049E-4' -epsilon_gradient '0.5665726186051819' -explore_angle_max '84' -explore_scale_factor '1.535748892745322' -explore_step_max '68.18676157646172' -explore_step_min '9.902043112776123' -max_local_sets '505415403' -refine_after_nstarts '99' -refine_hv_target '0.056142161055305596'
3,3.0,52417.0,214.07857722241812,0.22068292112202162,8.431573131587303,0.0,0.0,1016573.4163511473,1047.934800231247,2474142.379902806,542.0546179892782,0.5587770530690388,9447665.160431666,9739.12650409973,14910077.448841337,29.05208540689582,2740922.022007491,4567905.860808498,721.9199398478797,12963093.32701745,17132456.051899288,MOLE_ABSEHVMEANNORM,BiObjBBOB1,-descent_armijo_factor '0.08129205242380867' -descent_direction_min '0.21519444185022818' -descent_history_size '206720932' -descent_max_iter '1572680738' -descent_scale_factor '1.148941061588037' -descent_step_max '78.08982274713988' -descent_step_min '8.664299630721049E-4' -epsilon_gradient '0.5665726186051819' -explore_angle_max '84' -explore_scale_factor '1.535748892745322' -explore_step_max '68.18676157646172' -explore_step_min '9.902043112776123' -max_local_sets '505415403' -refine_after_nstarts '99' -refine_hv_target '0.056142161055305596'
4,4.0,45892.0,408.206888621881,0.42080010887597996,6.688199047192012,18.09228943959413,0.018650438241499243,1046304.1147256067,1078.5826933992626,2252491.9746565237,553.8824227061207,0.5709697466549166,9458092.91279926,9749.875953591945,15915643.95809975,136.32373399984616,2477591.274861927,4425999.79528256,740.9495377874396,13085782.211773204,17823795.72484446,MOLE_ABSEHVMEANNORM,BiObjBBOB1,-descent_armijo_factor '0.08129205242380867' -descent_direction_min '0.21519444185022818' -descent_history_size '206720932' -descent_max_iter '1572680738' -descent_scale_factor '1.148941061588037' -descent_step_max '78.08982274713988' -descent_step_min '8.664299630721049E-4' -epsilon_gradient '0.5665726186051819' -explore_angle_max '84' -explore_scale_factor '1.535748892745322' -explore_step_max '68.18676157646172' -explore_step_min '9.902043112776123' -max_local_sets '505415403' -refine_after_nstarts '99' -refine_hv_target '0.056142161055305596'
5,0.0,2733.0,0.5251910944882963,0.7898462349826767,1.644723738555749,0.21421841731707897,0.32216770649299964,1212.84622285684,1824.0256409332233,2314.950558754875,0.30585308029711333,0.4599790561298498,5599.253625057068,8420.838511691452,11108.109620688516,0.1255573944809813,957.1113450448705,3828.445380179482,0.15817345582080822,2983.0921500463414,11932.368600185366,MOLE_ABSECUMHVAUCMEANNORM,MMF3,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '265557742' -descent_scale_factor '2.0' -descent_step_max '11.239597068287875' -descent_step_min '1.0E-6' -epsilon_gradient '0.37314151232259124' -explore_angle_max '45' -explore_scale_factor '2.353359933285347' -explore_step_max '0.1' -explore_step_min '0.04259671859872442' -max_local_sets '1000' -refine_after_nstarts '100' -refine_hv_target '2.0E-5'
6,1.0,43568.0,0.40138973429146513,0.6036586943647724,1.450264627887968,0.0,0.0,710.8542833338963,1069.0691163749332,686.9780012232857,0.29725353269091725,0.44704601067155586,5604.910903083377,8429.346614353939,10554.697191856365,0.0,662.8120177218876,2651.2480708875505,0.15768274241266989,3043.3860347067284,12173.544138826914,MOLE_ABSECUMHVAUCMEANNORM,MMF3,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '265557742' -descent_scale_factor '2.0' -descent_step_max '11.239597068287875' -descent_step_min '1.0E-6' -epsilon_gradient '0.37314151232259124' -explore_angle_max '45' -explore_scale_factor '2.353359933285347' -explore_step_max '0.1' -explore_step_min '0.04259671859872442' -max_local_sets '1000' -refine_after_nstarts '100' -refine_hv_target '2.0E-5'
7,2.0,42614.0,0.5497948212285212,0.8268483112483517,1.5426560199479535,0.19005770752942264,0.28583189299470974,876.3926259876091,1318.0258067348475,1735.823049869476,0.3104989252270424,0.4669660427043139,5574.149953492012,8383.084557601236,11373.549227505771,0.1374487053071303,757.0910683323297,3028.3642733293186,0.1621922914144401,3043.3430472253362,12173.372188901345,MOLE_ABSECUMHVAUCMEANNORM,MMF3,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '265557742' -descent_scale_factor '2.0' -descent_step_max '11.239597068287875' -descent_step_min '1.0E-6' -epsilon_gradient '0.37314151232259124' -explore_angle_max '45' -explore_scale_factor '2.353359933285347' -explore_step_max '0.1' -explore_step_min '0.04259671859872442' -max_local_sets '1000' -refine_after_nstarts '100' -refine_hv_target '2.0E-5'
8,3.0,52417.0,0.0,0.0,1.476307353761745,0.0,0.0,1007.6151868158302,1515.3742513346929,2131.560339762615,0.3067899999630855,0.46138810985984563,5520.171266197284,8301.90484344293,11400.958497843483,0.0,842.0027526628293,3368.011010651317,0.1589808773554857,2968.8570061333226,11875.42802453329,MOLE_ABSECUMHVAUCMEANNORM,MMF3,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '265557742' -descent_scale_factor '2.0' -descent_step_max '11.239597068287875' -descent_step_min '1.0E-6' -epsilon_gradient '0.37314151232259124' -explore_angle_max '45' -explore_scale_factor '2.353359933285347' -explore_step_max '0.1' -explore_step_min '0.04259671859872442' -max_local_sets '1000' -refine_after_nstarts '100' -refine_hv_target '2.0E-5'
9,4.0,45892.0,0.0,0.0,1.372708970347194,0.0,0.0,2.61088799851025,3.9265708753001958,10.443551994041,0.0261088799851025,0.03926570875300196,520.8721557027949,783.3508896223891,2083.4886228111795,0.0,2.61088799851025,10.443551994041,0.0261088799851025,520.8721557027949,2083.4886228111795,MOLE_ABSECUMHVAUCMEANNORM,MMF3,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '265557742' -descent_scale_factor '2.0' -descent_step_max '11.239597068287875' -descent_step_min '1.0E-6' -epsilon_gradient '0.37314151232259124' -explore_angle_max '45' -explore_scale_factor '2.353359933285347' -explore_step_max '0.1' -explore_step_min '0.04259671859872442' -max_local_sets '1000' -refine_after_nstarts '100' -refine_hv_target '2.0E-5'
10,0.0,2733.0,0.2986743089951164,0.3739860074556139,1.465378182775229,0.0746685772487791,0.09349650186390347,1712.2818448238402,2144.039281245551,6754.816649210321,0.2578466955350557,0.32286357846853003,4970.027361586671,6223.2359259776495,15401.865584018147,0.0746685772487791,1688.7041623025802,6754.816649210321,0.2003667764556453,3850.466396004537,15401.865584018147,MOLE_ABSEHVAUCMEANNORM,MMF15,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
11,1.0,43568.0,0.2747963669355724,0.3440871646420148,1.470924128073447,0.0686990917338931,0.0860217911605037,1827.5580997521113,2288.382818793552,7237.059242022424,0.25959373432143384,0.32505113876719083,4937.475958300717,6182.476580478702,15219.083522473255,0.0686990917338931,1809.264810505606,7237.059242022424,0.20037229566675474,3804.7708806183136,15219.083522473255,MOLE_ABSEHVAUCMEANNORM,MMF15,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
12,2.0,42614.0,0.2376958213550798,0.297631595822735,1.487713763783411,0.05942395533876995,0.07440789895568375,1708.697735340503,2139.5514268985644,6768.515288602176,0.25820990749020756,0.3233183754995315,4904.58324602195,6141.289863814285,15245.851662077064,0.05942395533876995,1692.128822150544,6768.515288602176,0.20037260511141197,3811.462915519266,15245.851662077064,MOLE_ABSEHVAUCMEANNORM,MMF15,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
13,3.0,52417.0,0.35448076173770793,0.4438642387694544,1.4633460063253638,0.08862019043442698,0.1109660596923636,1738.1745153717443,2176.460872888817,6834.357825863182,0.2601537897121174,0.32575241394623267,5029.495691859636,6297.699389151518,15493.469229115153,0.08862019043442698,1708.5894564657956,6834.357825863182,0.20037062359245997,3873.3673072787883,15493.469229115153,MOLE_ABSEHVAUCMEANNORM,MMF15,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
14,4.0,45892.0,0.3919501272403861,0.4907816266538969,1.4035411368190873,0.09798753181009652,0.12269540666347423,1905.8389035681937,2386.402381902582,7521.347513947358,0.25327261610693974,0.3171361300352806,4874.105102480706,6103.126557248017,15399.327190501537,0.09798753181009652,1880.3368784868394,7521.347513947358,0.20037826697487998,3849.8317976253843,15399.327190501537,MOLE_ABSEHVAUCMEANNORM,MMF15,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
15,0.0,2733.0,120.24219083780858,1.0002358943301355,1.909978920324583,30.00617513797466,0.24960667479057186,593799.0540560986,4939.52350458533,2375196.2162243943,30.19182735529647,0.2511510246592276,600778.4197369096,4997.581429386613,2403113.6789476383,0.0,0.0,0.0,0.0,0.0,0.0,omnioptimizer_ABSEHVMEANNORM,DTLZ2,-delta '0.3099262422910748' -eta_cross '17.472368038694555' -eta_mut '32.58495070702043' -init 'lhs' -mate 'normal' -p_cross '0.9415031485611166' -p_mut '0.10742342866874022' -space_niching 'var'
16,1.0,43568.0,120.68633633116453,1.0039305231593694,1.9450763357043597,29.904544679448403,0.2487612607818375,595806.5175102026,4956.222609860775,2383226.0700408104,30.210094119020944,0.25130297692010345,600020.4573113522,4991.27631119712,2400081.829245409,0.0,0.0,0.0,0.0,0.0,0.0,omnioptimizer_ABSEHVMEANNORM,DTLZ2,-delta '0.3099262422910748' -eta_cross '17.472368038694555' -eta_mut '32.58495070702043' -init 'lhs' -mate 'normal' -p_cross '0.9415031485611166' -p_mut '0.10742342866874022' -space_niching 'var'
17,2.0,42614.0,120.51828189522467,1.0025325606151307,1.917655700493861,29.77437459583297,0.2476784396098935,594919.5459424163,4948.844327802136,2379678.183769665,30.220547605016915,0.25138993435027995,600109.8208366367,4992.019682596216,2400439.283346547,0.0,0.0,0.0,0.0,0.0,0.0,omnioptimizer_ABSEHVMEANNORM,DTLZ2,-delta '0.3099262422910748' -eta_cross '17.472368038694555' -eta_mut '32.58495070702043' -init 'lhs' -mate 'normal' -p_cross '0.9415031485611166' -p_mut '0.10742342866874022' -space_niching 'var'
18,3.0,52417.0,120.44108786836944,1.0018904213131894,1.9335322591516182,30.05545473721873,0.250016607640919,594258.6287855312,4943.346481672678,2377034.5151421246,30.216487436710974,0.2513561597986993,600472.7155283424,4995.038425800883,2401890.8621133696,0.0,0.0,0.0,0.0,0.0,0.0,omnioptimizer_ABSEHVMEANNORM,DTLZ2,-delta '0.3099262422910748' -eta_cross '17.472368038694555' -eta_mut '32.58495070702043' -init 'lhs' -mate 'normal' -p_cross '0.9415031485611166' -p_mut '0.10742342866874022' -space_niching 'var'
19,4.0,45892.0,120.38606639754752,1.0014327246453936,1.9197868413038264,29.827585755455186,0.24812107718545848,594060.9684115719,4941.702241830214,2376243.8736462877,30.22196841575085,0.25140175337890236,600413.1209806316,4994.542687946213,2401652.4839225262,0.0,0.0,0.0,0.0,0.0,0.0,omnioptimizer_ABSEHVMEANNORM,DTLZ2,-delta '0.3099262422910748' -eta_cross '17.472368038694555' -eta_mut '32.58495070702043' -init 'lhs' -mate 'normal' -p_cross '0.9415031485611166' -p_mut '0.10742342866874022' -space_niching 'var'
20,0.0,2733.0,0.022050718551813994,0.10350888491844541,2.5917092830750494,0.0055126796379534986,0.025877221229611353,173.55354084729336,814.682453296896,307.30626053578965,0.09658629120886794,0.45338836818157674,1726.3391976058533,8103.656346404443,3570.6588706028706,0.0,0.0,0.0,0.0,0.0,0.0,MOLE_ABSEHVAUCMEANNORM,MMF8,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
21,1.0,43568.0,0.0,0.0,1.070008638681693,0.0,0.0,102.98009457213534,483.4016965438477,154.83043576593994,0.09328699648655539,0.437901058009737,1682.1013850880477,7895.998412982014,3237.8683304420074,0.0,0.0,0.0,0.0,0.0,0.0,MOLE_ABSEHVAUCMEANNORM,MMF8,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
22,2.0,42614.0,0.12119597989606079,0.5689093852502862,2.859237475411074,0.03523647343521734,0.16540449986550337,354.0139875097539,1661.7868032990978,468.442012519324,0.1015146044797168,0.47652249916219175,1765.8977077742757,8289.349037866941,3392.541116996435,0.0,0.0,0.0,0.0,0.0,0.0,MOLE_ABSEHVAUCMEANNORM,MMF8,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
